03:00:13.488666,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.516689,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.516860,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.548036,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.548212,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.556778,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.558663,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.572681,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.573302,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.588054,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.588328,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.602689,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.665425,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.688160,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.753976,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.757827,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.937697,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.937703,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.963964,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.963968,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.985567,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.985843,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:13.999564,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.007009,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.023669,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.024284,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.039781,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.041374,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.057296,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.066101,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.076569,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.089149,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.097310,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.114882,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.115238,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.132330,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.146112,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.155279,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.180308,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.182478,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.182688,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.200332,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.200514,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:14.462987,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,104.90.236.53,80,assets.adobedtm.com
03:00:16.523347,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:16.525121,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:16.525210,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:21.105770,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,104.90.236.53,80,assets.adobedtm.com
03:00:21.487780,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:21.497453,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:21.583967,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,104.90.236.53,80,assets.adobedtm.com
03:00:21.875196,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:21.876601,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.193451,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,104.90.236.53,80,assets.adobedtm.com
03:00:27.720983,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.741781,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.777869,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.802347,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.853917,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.918510,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.966224,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:27.967938,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,114.111.45.205,80,gak.webtoons.com
03:00:28.010362,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,104.90.236.53,80,assets.adobedtm.com
03:00:28.986032,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:28.988438,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,webtoon.phinf.naver.net
03:00:29.276753,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,static.cbox.naver.net
03:00:29.383323,RMUn6owxz3Npjow@ku.ac.th,158.108.230.26,23.209.180.9,80,static.cbox.naver.net
